seconds,	voltage
9172.715836,	132.600570	
9174.125831,	132.598890	
9175.535838,	132.596950	
9176.945835,	132.595660	
9178.355839,	132.593850	
9179.765835,	132.592170	
9181.175833,	132.590750	
9182.585836,	132.588810	
9183.995836,	132.587260	
9185.405846,	132.585450	
9186.815839,	132.583900	
9188.225835,	132.582220	
9189.635834,	132.580540	
9191.045846,	132.578990	
9192.455839,	132.577440	
9193.865840,	132.575630	
9195.275838,	132.574080	
9196.685832,	132.572920	
9198.095840,	132.570850	
9199.505840,	132.569040	
9200.915841,	132.567230	
9202.325839,	132.565940	
9203.735839,	132.563870	
9205.145840,	132.562320	
9206.555836,	132.560770	
9207.965836,	132.559220	
9209.375830,	132.557150	
9210.785835,	132.555860	
9212.195833,	132.553790	
9213.605836,	132.552370	
9215.015835,	132.550560	
9216.425834,	132.549140	
9217.835836,	132.547590	
9219.245833,	132.545650	
9220.655834,	132.544100	
9222.065834,	132.542290	
9223.475834,	132.540870	
9224.885835,	132.539320	
9226.295834,	132.537770	
9227.705836,	132.535830	
9229.115834,	132.534280	
9230.525833,	132.532860	
9231.935835,	132.531180	
9233.345835,	132.529370	
9234.755834,	132.527560	
9236.165834,	132.526010	
9237.575835,	132.524330	
9238.985834,	132.522780	
9240.395836,	132.520970	
9241.805833,	132.519680	
9243.215835,	132.518000	
9244.625832,	132.516320	
9246.035835,	132.514380	
9247.445840,	132.512830	
9248.855841,	132.511280	
9250.265838,	132.509600	
9251.675834,	132.507660	
9253.085840,	132.505980	
9254.495841,	132.504170	
9255.905838,	132.502490	
9257.315837,	132.501200	
9258.725840,	132.499780	
9260.135840,	132.497710	
9261.545840,	132.496030	
9262.955838,	132.494740	
9264.365837,	132.493060	
9265.775836,	132.491380	
9267.185835,	132.489310	
9268.595833,	132.488020	
9270.005835,	132.486470	
9271.415842,	132.484530	
9272.825835,	132.482980	
9274.235833,	132.481300	
9275.645839,	132.479360	
9277.055844,	132.477940	
9278.465842,	132.476260	
9279.875850,	132.474710	
9281.285848,	132.473160	
9282.695844,	132.471350	
9284.105845,	132.469670	
9285.515850,	132.467990	
9286.925856,	132.466180	
9288.335849,	132.464890	
9289.745852,	132.462950	
9291.155846,	132.461400	
9292.565849,	132.459590	
9293.975844,	132.457910	
9295.385847,	132.456620	
9296.795847,	132.454810	
9298.205843,	132.453000	
9299.615935,	132.451320	
9301.025844,	132.449770	
9302.435843,	132.448090	
9303.845852,	132.446540	
9305.255844,	132.444860	
9306.665856,	132.442920	
9308.075856,	132.441370	
9309.485844,	132.439690	
9310.895844,	132.438010	
9312.305845,	132.436460	
9313.715845,	132.434650	
9315.125841,	132.432970	
9316.535844,	132.431160	
9317.945845,	132.429480	
9319.355857,	132.428060	
9320.765843,	132.426380	
9322.175844,	132.424700	
9323.585847,	132.423150	
9324.995850,	132.421210	
9326.405849,	132.419790	
9327.815851,	132.418110	
9329.225850,	132.416560	
9330.635847,	132.414620	
9332.045851,	132.413320	
9333.455850,	132.411390	
9334.865849,	132.409450	
9336.275845,	132.407900	
9337.685851,	132.406350	
9339.095844,	132.404670	
9340.505844,	132.402990	
9341.915844,	132.401180	
9343.325869,	132.399630	
9344.735845,	132.397950	
9346.145852,	132.396270	
9347.555848,	132.394590	
9348.965844,	132.392910	
9350.375841,	132.391230	
9351.785845,	132.389420	
9353.195844,	132.387740	
9354.605854,	132.386320	
9356.015850,	132.384510	
9357.425850,	132.382700	
9358.835848,	132.381150	
9360.245845,	132.379600	
9361.655846,	132.377920	
9363.065845,	132.376110	
9364.475845,	132.374430	
9365.885844,	132.372620	
9367.295845,	132.371070	
9368.705843,	132.369390	
9370.115845,	132.367840	
9371.525846,	132.366030	
9372.935858,	132.364090	
9374.345849,	132.362930	
9375.755850,	132.360990	
9377.165858,	132.359570	
9378.575849,	132.357760	
9379.985846,	132.356210	
9381.395846,	132.354270	
9382.805845,	132.352720	
9384.215845,	132.351040	
9385.625845,	132.349490	
9387.035845,	132.347680	
9388.445854,	132.346000	
9389.855849,	132.344190	
9391.265860,	132.342770	
9392.675845,	132.340830	
9394.085847,	132.339020	
9395.495845,	132.337470	
9396.905854,	132.335790	
9398.315878,	132.334240	
9399.725835,	132.332430	
9401.135844,	132.330620	
9402.545839,	132.328940	
9403.955837,	132.327650	
9405.365838,	132.325710	
9406.775833,	132.324030	
9408.185835,	132.322610	
9409.595839,	132.320930	
9411.005832,	132.319120	
9412.415835,	132.317700	
9413.825834,	132.315890	
9415.235838,	132.313820	
9416.645837,	132.312530	
9418.055838,	132.310850	
9419.465840,	132.308910	
9420.875850,	132.307230	
9422.285889,	132.305810	
9423.695845,	132.304130	
9425.105846,	132.302450	
9426.515850,	132.300770	
9427.925851,	132.298830	
9429.335842,	132.297280	
9430.745846,	132.295470	
9432.155852,	132.294050	
9433.565850,	132.291850	
9434.975855,	132.289530	
9436.385849,	132.287590	
9437.795849,	132.286040	
9439.205857,	132.284230	
9440.615847,	132.282680	
9442.025851,	132.280870	
9443.435845,	132.279060	
9444.845846,	132.277770	
9446.255852,	132.276090	
9447.665850,	132.274540	
9449.075849,	132.272600	
9450.485853,	132.271050	
9451.895847,	132.269500	
9453.305857,	132.267560	
9454.715847,	132.266010	
9456.125845,	132.264460	
9457.535849,	132.262520	
9458.945846,	132.261230	
9460.355846,	132.259290	
9461.765851,	132.257350	
9463.175861,	132.255670	
9464.585846,	132.254120	
9465.995854,	132.252440	
9467.405850,	132.250890	
9468.815845,	132.249080	
9470.225845,	132.247660	
9471.635845,	132.245850	
9473.045846,	132.244170	
9474.455843,	132.242620	
9475.865851,	132.240940	
9477.275934,	132.239130	
9478.685844,	132.237190	
9480.095845,	132.235640	
9481.505846,	132.233960	
9482.915844,	132.232150	
9484.325854,	132.230470	
9485.735850,	132.228920	
9487.145850,	132.227370	
9488.555848,	132.225690	
9489.965853,	132.223880	
9491.375845,	132.222070	
9492.785845,	132.220650	
9494.195852,	132.218710	
9495.605849,	132.217160	
9497.015857,	132.215220	
9498.425846,	132.213800	
9499.835844,	132.211860	
9501.245846,	132.210060	
9502.655854,	132.208630	
9504.065849,	132.207080	
9505.475846,	132.205270	
9506.885844,	132.203590	
9508.295845,	132.201790	
9509.705845,	132.200230	
9511.115855,	132.198170	
9512.525847,	132.196750	
9513.935851,	132.195070	
9515.345851,	132.193390	
9516.755843,	132.191710	
9518.165850,	132.190160	
9519.575853,	132.188220	
9520.985846,	132.186670	
9522.395846,	132.185240	
9523.805844,	132.183180	
9525.215848,	132.181500	
9526.625844,	132.179820	
9528.035848,	132.178010	
9529.445848,	132.176330	
9530.855854,	132.174650	
9532.265848,	132.173100	
9533.675850,	132.171420	
9535.085856,	132.169870	
9536.495851,	132.167800	
9537.905851,	132.166510	
9539.315845,	132.164570	
9540.725850,	132.162890	
9542.135846,	132.160950	
9543.545850,	132.159530	
9544.955859,	132.157720	
9546.365849,	132.156430	
9547.775847,	132.154620	
9549.185845,	132.152680	
9550.595844,	132.151000	
9552.005844,	132.149320	
9553.415846,	132.147900	
9554.825845,	132.145830	
9556.235844,	132.144150	
9557.645848,	132.142730	
9559.055847,	132.141050	
9560.465848,	132.139370	
9561.875847,	132.137690	
9563.285850,	132.136010	
9564.695846,	132.134070	
9566.105853,	132.132780	
9567.515851,	132.130710	
9568.925845,	132.128900	
9570.335854,	132.127220	
9571.745846,	132.125280	
9573.155858,	132.124120	
9574.565851,	132.122310	
9575.975845,	132.120240	
9577.385846,	132.118690	
9578.795844,	132.117140	
9580.205852,	132.115460	
9581.616229,	132.113780	
9583.025856,	132.112100	
9584.435845,	132.110420	
9585.845850,	132.108870	
9587.255861,	132.106810	
9588.665844,	132.105000	
9590.075866,	132.103450	
9591.485847,	132.102020	
9592.895844,	132.099830	
9594.305854,	132.098410	
9595.715843,	132.096600	
9597.125847,	132.095050	
9598.535846,	132.093370	
9599.945850,	132.091690	
9601.355848,	132.089880	
9602.765854,	132.088200	
9604.175845,	132.086780	
9605.585849,	132.084970	
9606.995866,	132.083030	
9608.405853,	132.081480	
9609.815846,	132.079800	
9611.225845,	132.078120	
9612.635844,	132.076310	
9614.045845,	132.074500	
9615.455847,	132.072820	
9616.865845,	132.071270	
9618.275845,	132.069460	
9619.685858,	132.067780	
9621.095844,	132.065970	
9622.505845,	132.064420	
9623.915845,	132.062610	
9625.325856,	132.061190	
9626.735844,	132.058990	
9628.145851,	132.057310	
9629.555846,	132.056020	
9630.965845,	132.054340	
9632.375843,	132.052400	
9633.785849,	132.050850	
9635.195850,	132.048910	
9636.605852,	132.047360	
9638.015845,	132.045550	
9639.425844,	132.044000	
9640.835851,	132.042060	
9642.245846,	132.040380	
9643.655851,	132.038830	
9645.065846,	132.037150	
9646.475856,	132.035340	
9647.885849,	132.033660	
9649.295857,	132.031980	
9650.705846,	132.030300	
9652.115843,	132.028500	
9653.525854,	132.026690	
9654.935845,	132.025010	
9656.345846,	132.023590	
9657.755852,	132.021520	
9659.165846,	132.020100	
9660.575860,	132.018160	
9661.985845,	132.016610	
9663.395844,	132.014930	
9664.805843,	132.013120	
9666.215843,	132.011440	
9667.625844,	132.009760	
9669.035847,	132.008080	
9670.445847,	132.006270	
9671.855851,	132.004590	
9673.265846,	132.002650	
9674.675857,	132.001100	
9676.085853,	131.999550	
9677.495857,	131.997870	
9678.905847,	131.996060	
9680.315932,	131.994380	
9681.725846,	131.992700	
9683.135846,	131.991150	
9684.545844,	131.989210	
9685.955844,	131.987270	
9687.365846,	131.985850	
9688.775845,	131.984430	
9690.185847,	131.982100	
9691.595850,	131.980550	
9693.005845,	131.978740	
9694.415854,	131.977060	
9695.825849,	131.975260	
9697.235857,	131.973830	
9698.645847,	131.971900	
9700.055849,	131.970090	
9701.465857,	131.968540	
9702.875845,	131.966600	
9704.285848,	131.964920	
9705.695844,	131.963110	
9707.105845,	131.961300	
9708.515852,	131.959750	
9709.925854,	131.958070	
9711.335847,	131.956260	
9712.745856,	131.954580	
9714.155850,	131.952640	
9715.565855,	131.950960	
9716.975844,	131.949280	
9718.385852,	131.947860	
9719.795848,	131.945920	
9721.205845,	131.944240	
9722.615844,	131.942950	
9724.025845,	131.940880	
9725.435849,	131.939200	
9726.845845,	131.937390	
9728.255849,	131.935840	
9729.665848,	131.933900	
9731.075864,	131.932090	
9732.485843,	131.930670	
9733.895851,	131.928990	
9735.305844,	131.927310	
9736.715846,	131.925500	
9738.125844,	131.923700	
9739.535853,	131.922140	
9740.945857,	131.920340	
9742.355851,	131.918660	
9743.765847,	131.916850	
9745.175844,	131.915040	
9746.585846,	131.913490	
9747.995844,	131.911550	
9749.405845,	131.909870	
9750.815846,	131.908060	
9752.225846,	131.906510	
9753.635850,	131.904830	
9755.045851,	131.903020	
9756.455849,	131.901080	
9757.865853,	131.899660	
9759.275854,	131.897590	
9760.685844,	131.896040	
9762.095845,	131.894620	
9763.505850,	131.893070	
9764.915845,	131.891130	
9766.325850,	131.889060	
9767.735850,	131.887770	
9769.145847,	131.885960	
9770.555845,	131.884020	
9771.965843,	131.882340	
9773.375842,	131.880790	
9774.785845,	131.878980	
9776.195844,	131.877170	
9777.605844,	131.875620	
9779.015844,	131.874070	
9780.425844,	131.872010	
9781.835851,	131.870200	
9783.245846,	131.868650	
9784.655853,	131.866710	
9786.065854,	131.865160	
9787.475851,	131.863350	
9788.885846,	131.861540	
9790.295853,	131.860120	
9791.705850,	131.858180	
9793.115859,	131.856370	
9794.525849,	131.854820	
9795.935851,	131.853270	
9797.345853,	131.851590	
9798.755844,	131.849520	
9800.165849,	131.847710	
9801.575855,	131.846420	
9802.985847,	131.844480	
9804.395853,	131.842670	
9805.805848,	131.841120	
9807.215858,	131.839310	
9808.625847,	131.837890	
9810.035845,	131.835820	
9811.445850,	131.833880	
9812.855846,	131.832200	
9814.265853,	131.830780	
9815.675845,	131.829100	
9817.085846,	131.827290	
9818.495844,	131.825740	
9819.905848,	131.823800	
9821.315852,	131.821870	
9822.725845,	131.820570	
9824.135852,	131.818380	
9825.545851,	131.817090	
9826.955852,	131.815410	
9828.365850,	131.813210	
9829.775849,	131.811790	
9831.185857,	131.809720	
9832.595845,	131.808430	
9834.005845,	131.806360	
9835.415846,	131.804680	
9836.825844,	131.803260	
9838.235847,	131.801190	
9839.645844,	131.799510	
9841.055844,	131.798090	
9842.465849,	131.795890	
9843.875841,	131.794340	
9845.285847,	131.792790	
9846.695871,	131.790720	
9848.105852,	131.789300	
9849.515846,	131.787750	
9850.925845,	131.786070	
9852.335846,	131.784000	
9853.745845,	131.782320	
9855.155844,	131.780900	
9856.565845,	131.778710	
9857.975845,	131.777030	
9859.385846,	131.775480	
9860.795848,	131.773540	
9862.205854,	131.771990	
9863.615852,	131.770560	
9865.025858,	131.768370	
9866.435848,	131.766820	
9867.845845,	131.765010	
9869.255844,	131.763330	
9870.665848,	131.761650	
9872.075846,	131.759450	
9873.485845,	131.758420	
9874.895849,	131.756350	
9876.305849,	131.754930	
9877.715845,	131.752860	
9879.125844,	131.751180	
9880.535845,	131.749240	
9881.945843,	131.747950	
9883.355853,	131.745880	
9884.765853,	131.744330	
9886.175849,	131.742520	
9887.585851,	131.740840	
9888.995832,	131.739160	
9890.405836,	131.737220	
9891.815841,	131.735420	
9893.225839,	131.733740	
9894.635840,	131.732190	
9896.045834,	131.730760	
9897.455837,	131.728570	
9898.865832,	131.726630	
9900.275835,	131.724950	
9901.685836,	131.723400	
9903.095833,	131.721590	
9904.505833,	131.719910	
9905.915834,	131.718100	
9907.325839,	131.716550	
9908.735833,	131.714740	
9910.145834,	131.713060	
9911.555839,	131.711640	
9912.965838,	131.709570	
9914.375839,	131.708020	
9915.785837,	131.705950	
9917.195845,	131.704270	
9918.605859,	131.702590	
9920.015841,	131.701040	
9921.425839,	131.698970	
9922.835835,	131.697170	
9924.245835,	131.695490	
9925.655833,	131.693680	
9927.065835,	131.691870	
9928.475837,	131.690450	
9929.885840,	131.688640	
9931.295843,	131.686960	
9932.705838,	131.685020	
9934.115836,	131.683470	
9935.525833,	131.681530	
9936.935835,	131.679980	
9938.345836,	131.678300	
9939.755835,	131.676360	
9941.165832,	131.674680	
9942.575849,	131.673130	
9943.985838,	131.671190	
9945.395837,	131.669380	
9946.805833,	131.667830	
9948.215835,	131.666020	
9949.625830,	131.664210	
9951.035836,	131.662790	
9952.445835,	131.660980	
9953.855839,	131.659170	
9955.265838,	131.657360	
9956.675835,	131.655560	
9958.085836,	131.653750	
9959.495834,	131.652070	
9960.905832,	131.650640	
9962.315839,	131.648320	
9963.725837,	131.646900	
9965.135836,	131.645350	
9966.545855,	131.643410	
9967.955840,	131.641470	
9969.365855,	131.639790	
9970.775875,	131.638110	
9972.185849,	131.636300	
9973.595850,	131.634750	
9975.005848,	131.633070	
9976.415844,	131.631390	
9977.825847,	131.629580	
9979.235843,	131.627640	
9980.645844,	131.625700	
9982.055845,	131.624280	
9983.465845,	131.622340	
9984.875847,	131.620790	
9986.285852,	131.618980	
9987.695850,	131.616920	
9989.105858,	131.615620	
9990.515846,	131.613950	
9991.925847,	131.611880	
9993.335844,	131.610330	
9994.745849,	131.608520	
9996.155843,	131.606580	
9997.565844,	131.605030	
9998.975843,	131.603090	
10000.385849,	131.601280	
10001.795851,	131.599600	
10003.205848,	131.597920	
10004.615851,	131.595850	
10006.025851,	131.594300	
10007.435851,	131.592880	
10008.845845,	131.590810	
10010.255849,	131.589260	
10011.665850,	131.587450	
10013.075847,	131.585390	
10014.485877,	131.583970	
10015.895850,	131.581900	
10017.305859,	131.580350	
10018.715847,	131.578670	
10020.125844,	131.576860	
10021.535844,	131.575310	
10022.945848,	131.573500	
10024.355854,	131.571820	
10025.765849,	131.570010	
10027.175854,	131.568200	
10028.585847,	131.566520	
10029.995852,	131.564450	
10031.405850,	131.562640	
10032.815844,	131.560960	
10034.225854,	131.559410	
10035.635844,	131.557730	
10037.045845,	131.555790	
10038.455845,	131.554240	
10039.865848,	131.552690	
10041.275877,	131.550630	
10042.685832,	131.548690	
10044.095838,	131.546880	
10045.505848,	131.545590	
10046.915836,	131.543650	
10048.325836,	131.541840	
10049.735838,	131.540030	
10051.145841,	131.538610	
10052.555898,	131.536670	
10053.965844,	131.534990	
10055.375842,	131.533180	
10056.785845,	131.531240	
10058.195845,	131.529560	
10059.605846,	131.528010	
10061.015844,	131.525940	
10062.425847,	131.524260	
10063.835851,	131.522450	
10065.245848,	131.520770	
10066.655854,	131.519220	
10068.065848,	131.517410	
10069.475846,	131.515860	
10070.885843,	131.513930	
10072.295845,	131.511730	
10073.705845,	131.510440	
10075.115846,	131.508630	
10076.525850,	131.506950	
10077.935855,	131.505270	
10079.345849,	131.503590	
10080.755854,	131.501780	
10082.165850,	131.499840	
10083.575854,	131.497900	
10084.985847,	131.496350	
10086.395843,	131.494670	
10087.805844,	131.492860	
10089.215844,	131.491180	
10090.625841,	131.488990	
10092.035845,	131.487690	
10093.445844,	131.485880	
10094.855855,	131.484070	
10096.265853,	131.482140	
10097.675844,	131.480720	
10099.085843,	131.478780	
10100.495846,	131.476970	
10101.905843,	131.475420	
10103.315848,	131.473350	
10104.725855,	131.471800	
10106.135850,	131.469860	
10107.545851,	131.468180	
10108.955846,	131.466500	
10110.365849,	131.464560	
10111.775850,	131.462620	
10113.185846,	131.461200	
10114.595846,	131.459650	
10116.005846,	131.457710	
10117.415845,	131.455900	
10118.825843,	131.454090	
10120.235847,	131.452540	
10121.645842,	131.450740	
10123.055843,	131.449060	
10124.465845,	131.447250	
10125.875844,	131.445440	
10127.285845,	131.443630	
10128.695864,	131.441820	
10130.105849,	131.440010	
10131.515845,	131.438330	
10132.925845,	131.436390	
10134.335846,	131.435100	
10135.745845,	131.433030	
10137.155845,	131.431090	
10138.565847,	131.429410	
10139.975845,	131.427600	
10141.385846,	131.426050	
10142.795853,	131.424370	
10144.205849,	131.422440	
10145.615852,	131.420880	
10147.025847,	131.418690	
10148.435844,	131.417400	
10149.845844,	131.415460	
10151.255844,	131.413780	
10152.665845,	131.412230	
10154.075845,	131.410160	
10155.485848,	131.408480	
10156.895857,	131.406410	
10158.305852,	131.404730	
10159.715845,	131.403050	
10161.125844,	131.401110	
10162.535845,	131.399690	
10163.945850,	131.397750	
10165.355854,	131.395940	
10166.765844,	131.394260	
10168.175843,	131.392580	
10169.585848,	131.390650	
10170.995845,	131.388970	
10172.405845,	131.387030	
10173.815847,	131.385480	
10175.225846,	131.383800	
10176.635845,	131.381730	
10178.045855,	131.380050	
10179.455850,	131.378110	
10180.865855,	131.376430	
10182.275853,	131.374880	
10183.685845,	131.373330	
10185.095847,	131.371260	
